1,12345,null,null,2019/1/10 17:44,FALSE,132,15,25,30,123,null,null,FALSE
2,12345,null,null,2019/1/11 18:44,TRUE,150,21,32,600,656,null,null,TRUE
3,12345,null,null,2019/1/12 19:44,FALSE,500,10,36,5,1230,null,null,FALSE
4,12345,null,null,2019/1/12 18:44,FALSE,5123,123,200,32,51230,null,null,FALSE
5,12345,null,null,2019/1/13 18:44,TRUE,54,5,10,25,100,null,null,TRUE
6,12345,null,null,2019/1/13 17:44,FALSE,543,22,100,26,1230,null,null,FALSE
7,12345,null,null,2019/1/14 17:44,TRUE,322,21,300,60,500,null,null,TRUE
8,12345,null,null,2019/1/15 17:44,TRUE,522,87,231,18,1232,null,null,TRUE
9,12345,null,null,2019/1/15 17:44,FALSE,1000,31,500,3,3566,null,null,FALSE
10,12345,null,null,2019/1/16 17:44,FALSE,656,31,900,100,323,null,null,FALSE
11,12345,null,null,2019/1/16 17:44,TRUE,20,2,5,2,332,null,null,TRUE
12,12345,null,null,2019/1/16 17:44,FALSE,465,65,300,6,1322,null,null,FALSE
13,12345,null,null,2019/1/16 17:44,TRUE,10,1,5,60,23,null,null,TRUE
14,12345,null,null,2019/1/17 17:44,FALSE,50,2,30,89,120,null,null,FALSE
15,12345,null,null,2019/1/17 17:44,TRUE,656,21,65,2,666,null,null,TRUE
16,12345,null,null,2019/1/17 17:44,TRUE,879,21,65,400,698,null,null,TRUE
17,12345,null,null,2019/1/17 17:44,FALSE,12,1,6,30,31,null,null,FALSE
18,12345,null,null,2019/1/17 17:44,FALSE,5665,650,6000,5,78944,null,null,FALSE
19,12345,null,null,2019/1/17 17:44,FALSE,213,32,321,30,6563,null,null,FALSE
20,12345,null,null,2019/1/18 17:44,TRUE,31,2,60,60,365,null,null,TRUE
21,12345,null,null,2019/1/18 17:44,FALSE,500,65,656,899,656,null,null,FALSE
22,12345,null,null,2019/1/18 17:44,FALSE,656,66,200,30,3220,null,null,FALSE
23,12345,null,null,2019/1/18 17:44,TRUE,9862,690,3210,80,65656,null,null,TRUE
24,12345,null,null,2019/1/18 17:44,FALSE,232,23,350,152,323,null,null,FALSE
25,12345,null,null,2019/1/19 17:44,FALSE,233,45,25,15,332,null,null,FALSE
26,12345,null,null,2019/1/19 17:44,TRUE,656,48,32,21,1322,null,null,TRUE
27,12345,null,null,2019/1/19 17:44,FALSE,132,13,36,10,23,null,null,FALSE
28,12345,null,null,2019/1/19 17:44,FALSE,150,31,20,123,120,null,null,FALSE
29,12345,null,null,2019/1/19 17:44,TRUE,500,54,10,5,666,null,null,TRUE
30,12345,null,null,2019/1/19 17:44,FALSE,5123,321,100,22,6980,null,null,FALSE
31,12345,null,null,2019/1/20 17:44,TRUE,54,12,30,21,123,null,null,TRUE
32,12345,null,null,2019/1/20 17:44,TRUE,543,65,231,87,6546,null,null,TRUE
33,12345,null,null,2019/1/20 17:44,FALSE,322,87,500,31,456,null,null,FALSE
34,12345,null,null,2019/1/20 17:44,FALSE,522,65,90,31,3665,null,null,FALSE
35,12345,null,null,2019/1/20 17:44,TRUE,1000,132,59,2,6566,null,null,TRUE
36,12345,null,null,2019/1/20 17:44,TRUE,656,44,300,65,346,null,null,TRUE
37,12345,null,null,2019/1/21 17:44,FALSE,20,2,5,1,65,null,null,FALSE
38,12345,null,null,2019/1/21 17:44,FALSE,4568,450,306,2,165,null,null,FALSE
39,12345,null,null,2019/1/21 17:44,TRUE,10,1,6,21,65,null,null,TRUE
40,12345,null,null,2019/1/21 17:44,FALSE,50,2,6,21,356,null,null,FALSE
41,12345,null,null,2019/1/21 17:44,FALSE,656,32,690,12,656,null,null,FALSE
42,12345,null,null,2019/1/21 17:44,TRUE,879,55,605,650,5662,null,null,TRUE
43,12345,null,null,2019/1/22 17:44,FALSE,12,2,32,32,21,null,null,FALSE
44,12345,null,null,2019/1/22 17:44,FALSE,5665,656,660,222,6566,null,null,FALSE
45,12345,null,null,2019/1/22 17:44,TRUE,213,16,656,65,123,null,null,TRUE
46,12345,null,null,2019/1/22 17:44,FALSE,31,2,200,66,132,null,null,FALSE
47,12345,null,null,2019/1/22 17:44,FALSE,500,12,3210,690,566,null,null,FALSE
48,12345,null,null,2019/1/22 17:44,FALSE,656,32,350,23,566,null,null,FALSE
49,12345,null,null,2019/1/22 17:44,TRUE,9862,654,2310,45,6546,null,null,TRUE
50,12345,null,null,2019/1/22 17:44,TRUE,232,32,603,48,666,null,null,TRUE
51,12345,null,null,2019/1/23 17:44,FALSE,233,32,656,13,897,null,null,FALSE
52,12345,null,null,2019/1/23 17:44,FALSE,656,45,321,31,6566,null,null,FALSE
53,12345,null,null,2019/1/23 17:44,TRUE,132,12,365,54,321,null,null,TRUE
54,12345,null,null,2019/1/23 17:44,TRUE,150,15,353,321,123,null,null,TRUE
55,12345,null,null,2019/1/23 17:44,TRUE,500,51,356,12,132,null,null,TRUE
56,12345,null,null,2019/1/23 17:44,FALSE,5123,650,6230,65,566,null,null,FALSE
57,12345,null,null,2019/1/23 17:44,FALSE,54,6,62,87,566,null,null,FALSE
58,12345,null,null,2019/1/23 17:44,FALSE,543,44,366,65,6546,null,null,FALSE
59,12345,null,null,2019/1/23 17:44,TRUE,322,12,365,132,666,null,null,TRUE
60,12345,null,null,2019/1/24 17:44,FALSE,522,32,546,44,897,null,null,FALSE
61,12345,null,null,2019/1/24 17:44,FALSE,1000,123,6354,2,6566,null,null,FALSE
62,12345,null,null,2019/1/24 17:44,TRUE,656,65,3646,450,321,null,null,TRUE
63,12345,null,null,2019/1/24 17:44,FALSE,20,2,646,1,12,null,null,FALSE
64,12345,null,null,2019/1/24 17:44,FALSE,465,40,656,2,123,null,null,FALSE
65,12345,null,null,2019/1/24 17:44,FALSE,10,1,50,32,36,null,null,FALSE
66,12345,null,null,2019/1/24 17:44,TRUE,50,3,65,55,36,null,null,TRUE
67,12345,null,null,2019/1/24 17:44,FALSE,656,67,655,2,656,null,null,FALSE
68,12345,null,null,2019/1/24 17:44,FALSE,879,58,630,656,655,null,null,FALSE
69,12345,null,null,2019/1/24 17:44,FALSE,12,1,56,16,32,null,null,FALSE
70,12345,null,null,2019/1/25 17:44,TRUE,5665,564,6522,2,21355,null,null,TRUE
71,12345,null,null,2019/1/25 17:44,TRUE,213,20,656,12,222,null,null,TRUE
72,12345,null,null,2019/1/25 17:44,FALSE,31,3,65,32,656,null,null,FALSE
73,12345,null,null,2019/1/25 17:44,FALSE,500,35,950,654,321,null,null,FALSE
74,12345,null,null,2019/1/25 17:44,TRUE,656,65,987,32,5455,null,null,TRUE
75,12345,null,null,2019/1/25 17:44,FALSE,9862,920,6230,32,23469,null,null,FALSE
76,12345,null,null,2019/1/25 17:44,FALSE,232,12,65,45,366,null,null,FALSE
77,12345,null,null,2019/1/25 17:44,TRUE,233,32,66,12,123,null,null,TRUE
78,12345,null,null,2019/1/26 17:44,FALSE,656,64,985,15,656,null,null,FALSE
79,12345,null,null,2019/1/26 17:44,FALSE,5465,620,6565,51,366,null,null,FALSE
80,12345,null,null,2019/1/26 17:44,FALSE,2132,320,698,650,123,null,null,FALSE
81,12345,null,null,2019/1/26 17:44,TRUE,210,32,500,6,65,null,null,TRUE
82,12345,null,null,2019/1/26 17:44,TRUE,32,3,6,44,123,null,null,TRUE
83,12345,null,null,2019/1/26 17:44,FALSE,323,32,654,12,565,null,null,FALSE
84,12345,null,null,2019/1/26 17:44,FALSE,326,34,656,32,456,null,null,FALSE
85,12345,null,null,2019/1/26 17:44,TRUE,656,62,5456,123,3565,null,null,TRUE
86,12345,null,null,2019/1/26 17:44,TRUE,640,61,56,65,221,null,null,TRUE
87,12345,null,null,2019/1/27 17:44,FALSE,8486,620,650,2,65989,null,null,FALSE
88,12345,null,null,2019/1/27 17:44,FALSE,3365,320,65,40,84566,null,null,FALSE
89,12345,null,null,2019/1/27 17:44,TRUE,65,6,35,1,656,null,null,TRUE
90,12345,null,null,2019/1/27 17:44,FALSE,6,1,66,3,22,null,null,FALSE
91,12345,null,null,2019/1/27 17:44,FALSE,56,3,65,320,65,null,null,FALSE
92,12345,null,null,2019/1/27 17:44,TRUE,330,30,398,32,65,null,null,TRUE
93,12345,null,null,2019/1/27 17:44,FALSE,656,65,30,3,211,null,null,FALSE
94,12345,null,null,2019/1/27 17:44,TRUE,698,32,4988,32,4564,null,null,TRUE
95,12345,null,null,2019/1/27 17:44,FALSE,30,3,32,34,23,null,null,FALSE
96,12345,null,null,2019/1/27 17:44,FALSE,150,6,132,62,35,null,null,FALSE
97,12345,null,null,2019/1/28 17:44,TRUE,500,30,35,61,65,null,null,TRUE
98,12345,null,null,2019/1/28 17:44,FALSE,5123,600,565,620,656,null,null,FALSE
99,12345,null,null,2019/1/28 17:44,FALSE,54,5,65,320,22,null,null,FALSE
100,12345,null,null,2019/1/28 17:44,TRUE,543,32,656,6,366,null,null,TRUE
101,12345,null,null,2019/1/28 17:44,TRUE,322,25,356,123,656,null,null,TRUE
102,12345,null,null,2019/1/28 17:44,FALSE,522,26,56,30,5465,null,null,FALSE
103,12345,null,null,2019/1/28 17:44,FALSE,1000,60,65,30,6555,null,null,FALSE
104,12345,null,null,2019/1/28 17:44,FALSE,656,18,123,65,213,null,null,FALSE
105,12345,null,null,2019/1/28 17:44,TRUE,20,3,188,32,321,null,null,TRUE
106,12345,null,null,2019/1/28 17:44,TRUE,989,100,488,3,122,null,null,TRUE
107,12345,null,null,2019/1/28 17:44,FALSE,10,2,65,6,32,null,null,FALSE
108,12345,null,null,2019/1/29 17:44,FALSE,50,6,35,30,265,null,null,FALSE
109,12345,null,null,2019/1/29 17:44,FALSE,656,60,64,600,656,null,null,FALSE
110,12345,null,null,2019/1/29 17:44,TRUE,879,89,659,5,333,null,null,TRUE
111,12345,null,null,2019/1/29 17:44,FALSE,12,2,6,32,132,null,null,FALSE
112,12345,null,null,2019/1/29 17:44,FALSE,5665,400,6265,25,6565,null,null,FALSE
113,12345,null,null,2019/1/29 17:44,FALSE,213,30,23,26,656,null,null,FALSE
114,12345,null,null,2019/1/30 17:44,FALSE,31,5,656,2,32,null,null,FALSE
115,12345,null,null,2019/1/30 17:44,TRUE,500,30,656,6,265,null,null,TRUE
116,12345,null,null,2019/1/30 17:44,FALSE,656,60,989,60,656,null,null,FALSE
117,12345,null,null,2019/1/30 17:44,FALSE,9862,899,6989,89,333,null,null,FALSE
118,12345,null,null,2019/1/30 17:44,TRUE,232,30,356,2,132,null,null,TRUE
119,12345,null,null,2019/1/30 17:44,FALSE,233,80,65,400,6565,null,null,FALSE
120,12345,null,null,2019/1/30 17:44,FALSE,656,152,322,45,656,null,null,FALSE
